market_id,ticker,slug,ric,release_dt_utc,release_dt_ny,release_date_ny,release_timing,purchase_date,event_trading_date,signal_cutoff_ny,signal_cutoff_utc
642132,GD,gd-quarterly-earnings-gaap-eps-10-24-2025-3pt71,GD,2025-10-24T11:00:00Z,2025-10-24T11:00:00Z,2025-10-24,before_open,2025-10-23,2025-10-24,2025-10-23T20:00:00Z,2025-10-23T20:00:00Z
637871,F,f-quarterly-earnings-nongaap-eps-10-24-2025-0pt35,F,2025-10-23T20:05:00Z,2025-10-23T20:05:00Z,2025-10-23,after_close,2025-10-23,2025-10-24,2025-10-23T20:00:00Z,2025-10-23T20:00:00Z
642137,BBBY,bbby-quarterly-earnings-nongaap-eps-10-27-2025-neg0pt31,BBBY.N,2025-10-27T20:01:00Z,2025-10-27T20:01:00Z,2025-10-27,after_close,2025-10-27,2025-10-28,2025-10-27T20:00:00Z,2025-10-27T20:00:00Z
647803,CFLT,cflt-quarterly-earnings-nongaap-eps-10-27-2025-0pt1,CFLT.N,2025-10-27T20:03:00Z,2025-10-27T20:03:00Z,2025-10-27,after_close,2025-10-27,2025-10-28,2025-10-27T20:00:00Z,2025-10-27T20:00:00Z
642125,PIPR,pipr-quarterly-earnings-nongaap-eps-10-28-2025-3pt27,PIPR.N,2025-10-31T12:30:00Z,2025-10-31T12:30:00Z,2025-10-31,before_open,2025-10-30,2025-10-31,2025-10-30T20:00:00Z,2025-10-30T20:00:00Z
642128,RCL,rcl-quarterly-earnings-nongaap-eps-10-28-2025-5pt68,RCL,2025-10-28T10:32:00Z,2025-10-28T10:32:00Z,2025-10-28,before_open,2025-10-27,2025-10-28,2025-10-27T20:00:00Z,2025-10-27T20:00:00Z
642134,ARCC,arcc-quarterly-earnings-nongaap-eps-10-28-2025-0pt5,ARCC.N,2025-10-28T11:00:01Z,2025-10-28T11:00:01Z,2025-10-28,before_open,2025-10-27,2025-10-28,2025-10-27T20:00:00Z,2025-10-27T20:00:00Z
643019,IVZ,ivz-quarterly-earnings-nongaap-eps-10-28-2025-0pt44,IVZ,2025-10-28T10:55:00Z,2025-10-28T10:55:00Z,2025-10-28,before_open,2025-10-27,2025-10-28,2025-10-27T20:00:00Z,2025-10-27T20:00:00Z
643022,JBLU,jblu-quarterly-earnings-nongaap-eps-10-28-2025-neg0pt42,JBLU.N,2025-10-28T11:00:01Z,2025-10-28T11:00:01Z,2025-10-28,before_open,2025-10-27,2025-10-28,2025-10-27T20:00:00Z,2025-10-27T20:00:00Z
643023,LH,lh-quarterly-earnings-nongaap-eps-10-28-2025-4pt14,LH,2025-10-28T10:50:00Z,2025-10-28T10:50:00Z,2025-10-28,before_open,2025-10-27,2025-10-28,2025-10-27T20:00:00Z,2025-10-27T20:00:00Z
643033,MSCI,msci-quarterly-earnings-nongaap-eps-10-28-2025-4pt37,MSCI.N,2025-10-28T10:45:00Z,2025-10-28T10:45:00Z,2025-10-28,before_open,2025-10-27,2025-10-28,2025-10-27T20:00:00Z,2025-10-27T20:00:00Z
643036,PYPL,pypl-quarterly-earnings-nongaap-eps-10-28-2025-1pt21,PYPL.N,2025-10-28T11:01:22Z,2025-10-28T11:01:22Z,2025-10-28,before_open,2025-10-27,2025-10-28,2025-10-27T20:00:00Z,2025-10-27T20:00:00Z
643038,SOFI,sofi-quarterly-earnings-gaap-eps-10-28-2025-0pt08,SOFI.N,2025-10-28T11:00:01Z,2025-10-28T11:00:01Z,2025-10-28,before_open,2025-10-27,2025-10-28,2025-10-27T20:00:00Z,2025-10-27T20:00:00Z
643046,SYY,syy-quarterly-earnings-nongaap-eps-10-28-2025-1pt12,SYY,2025-10-28T12:03:00Z,2025-10-28T12:03:00Z,2025-10-28,before_open,2025-10-27,2025-10-28,2025-10-27T20:00:00Z,2025-10-27T20:00:00Z
643048,UPS,ups-quarterly-earnings-nongaap-eps-10-28-2025-1pt31,UPS,2025-10-28T10:00:00Z,2025-10-28T10:00:00Z,2025-10-28,before_open,2025-10-27,2025-10-28,2025-10-27T20:00:00Z,2025-10-27T20:00:00Z
643051,UNH,unh-quarterly-earnings-nongaap-eps-10-28-2025-2pt84,UNH,2025-10-28T09:55:00Z,2025-10-28T09:55:00Z,2025-10-28,before_open,2025-10-27,2025-10-28,2025-10-27T20:00:00Z,2025-10-27T20:00:00Z
642139,BKNG,bkng-quarterly-earnings-nongaap-eps-10-28-2025-95pt61,BKNG.N,2025-10-28T20:00:00Z,2025-10-28T20:00:00Z,2025-10-28,after_close,2025-10-28,2025-10-29,2025-10-28T20:00:00Z,2025-10-28T20:00:00Z
643016,CSGP,csgp-quarterly-earnings-gaap-eps-10-28-2025-0pt01,CSGP.N,2025-10-28T20:02:00Z,2025-10-28T20:02:00Z,2025-10-28,after_close,2025-10-28,2025-10-29,2025-10-28T20:00:00Z,2025-10-28T20:00:00Z
643017,EA,ea-quarterly-earnings-gaap-eps-10-28-2025-0pt35,EA.N,2025-10-28T20:05:00Z,2025-10-28T20:05:00Z,2025-10-28,after_close,2025-10-28,2025-10-29,2025-10-28T20:00:00Z,2025-10-28T20:00:00Z
627698,EVR,evr-quarterly-earnings-nongaap-eps-10-29-2025-2pt93,EVR,2025-10-29T10:45:00Z,2025-10-29T10:45:00Z,2025-10-29,before_open,2025-10-28,2025-10-29,2025-10-28T20:00:00Z,2025-10-28T20:00:00Z
627749,VZ,vz-quarterly-earnings-gaap-eps-10-29-2025-1pt17,VZ,2025-10-29T10:30:00Z,2025-10-29T10:30:00Z,2025-10-29,before_open,2025-10-28,2025-10-29,2025-10-28T20:00:00Z,2025-10-28T20:00:00Z
637846,OTIS,otis-quarterly-earnings-nongaap-eps-10-29-2025-1,OTIS.N,2025-10-29T10:09:41Z,2025-10-29T10:09:41Z,2025-10-29,before_open,2025-10-28,2025-10-29,2025-10-28T20:00:00Z,2025-10-28T20:00:00Z
643053,PAG,pag-quarterly-earnings-gaap-eps-10-29-2025-3pt38,PAG,2025-10-29T10:57:00Z,2025-10-29T10:57:00Z,2025-10-29,before_open,2025-10-28,2025-10-29,2025-10-28T20:00:00Z,2025-10-28T20:00:00Z
647505,BA,ba-quarterly-earnings-nongaap-eps-10-29-2025-neg2pt38,BA,2025-10-29T11:30:24Z,2025-10-29T11:30:24Z,2025-10-29,before_open,2025-10-28,2025-10-29,2025-10-28T20:00:00Z,2025-10-28T20:00:00Z
647509,CAT,cat-quarterly-earnings-nongaap-eps-10-29-2025-4pt52,CAT,2025-10-29T10:30:00Z,2025-10-29T10:30:00Z,2025-10-29,before_open,2025-10-28,2025-10-29,2025-10-28T20:00:00Z,2025-10-28T20:00:00Z
647808,CVS,cvs-quarterly-earnings-nongaap-eps-10-29-2025-1pt36,CVS,2025-10-29T10:30:01Z,2025-10-29T10:30:01Z,2025-10-29,before_open,2025-10-28,2025-10-29,2025-10-28T20:00:00Z,2025-10-28T20:00:00Z
647815,ETSY,etsy-quarterly-earnings-gaap-eps-10-29-2025-0pt52,ETSY.N,2025-10-29T11:00:03Z,2025-10-29T11:00:03Z,2025-10-29,before_open,2025-10-28,2025-10-29,2025-10-28T20:00:00Z,2025-10-28T20:00:00Z
647816,GRMN,grmn-quarterly-earnings-nongaap-eps-10-29-2025-1pt98,GRMN.N,2025-10-29T11:00:02Z,2025-10-29T11:00:02Z,2025-10-29,before_open,2025-10-28,2025-10-29,2025-10-28T20:00:00Z,2025-10-28T20:00:00Z
647818,KHC,khc-quarterly-earnings-nongaap-eps-10-29-2025-0pt58,KHC.N,2025-10-29T11:00:00Z,2025-10-29T11:00:00Z,2025-10-29,before_open,2025-10-28,2025-10-29,2025-10-28T20:00:00Z,2025-10-28T20:00:00Z
647823,OTLY,otly-quarterly-earnings-gaap-eps-10-29-2025-neg0pt87,OTLY.N,2025-10-29T11:00:02Z,2025-10-29T11:00:02Z,2025-10-29,before_open,2025-10-28,2025-10-29,2025-10-28T20:00:00Z,2025-10-28T20:00:00Z
648218,VIRT,virt-quarterly-earnings-nongaap-eps-10-29-2025-0pt95,VIRT.N,2025-10-29T11:15:00Z,2025-10-29T11:15:00Z,2025-10-29,before_open,2025-10-28,2025-10-29,2025-10-28T20:00:00Z,2025-10-28T20:00:00Z
642124,TDOC,tdoc-quarterly-earnings-gaap-eps-10-29-2025-neg0pt26,TDOC.N,2025-10-29T20:05:04Z,2025-10-29T20:05:04Z,2025-10-29,after_close,2025-10-29,2025-10-30,2025-10-29T20:00:00Z,2025-10-29T20:00:00Z
642130,GOOGL,googl-quarterly-earnings-gaap-eps-10-29-2025-2pt29,GOOGL.N,2025-10-29T20:00:00Z,2025-10-29T20:00:00Z,2025-10-29,after_close,2025-10-29,2025-10-30,2025-10-29T20:00:00Z,2025-10-29T20:00:00Z
643045,SBUX,sbux-quarterly-earnings-gaap-eps-10-29-2025-0pt51,SBUX.N,2025-10-29T20:05:00Z,2025-10-29T20:05:00Z,2025-10-29,after_close,2025-10-29,2025-10-30,2025-10-29T20:00:00Z,2025-10-29T20:00:00Z
643054,MSFT,msft-quarterly-earnings-gaap-eps-10-29-2025-3pt66,MSFT.N,2025-10-29T20:00:00Z,2025-10-29T20:00:00Z,2025-10-29,after_close,2025-10-29,2025-10-30,2025-10-29T20:00:00Z,2025-10-29T20:00:00Z
647508,CVNA,cvna-quarterly-earnings-gaap-eps-10-29-2025-1pt27,CVNA.N,2025-10-29T20:05:00Z,2025-10-29T20:05:00Z,2025-10-29,after_close,2025-10-29,2025-10-30,2025-10-29T20:00:00Z,2025-10-29T20:00:00Z
647510,CMG,cmg-quarterly-earnings-nongaap-eps-10-29-2025-0pt29,CMG,2025-10-29T20:10:28Z,2025-10-29T20:10:28Z,2025-10-29,after_close,2025-10-29,2025-10-30,2025-10-29T20:00:00Z,2025-10-29T20:00:00Z
647811,EBAY,ebay-quarterly-earnings-nongaap-eps-10-29-2025-1pt33,EBAY.N,2025-10-29T20:05:00Z,2025-10-29T20:05:00Z,2025-10-29,after_close,2025-10-29,2025-10-30,2025-10-29T20:00:00Z,2025-10-29T20:00:00Z
647819,META,meta-quarterly-earnings-gaap-eps-10-29-2025-6pt72,META.N,2025-10-29T20:05:00Z,2025-10-29T20:05:00Z,2025-10-29,after_close,2025-10-29,2025-10-30,2025-10-29T20:00:00Z,2025-10-29T20:00:00Z
647822,MGM,mgm-quarterly-earnings-nongaap-eps-10-29-2025-0pt3,MGM,2025-10-29T20:15:00Z,2025-10-29T20:15:00Z,2025-10-29,after_close,2025-10-29,2025-10-30,2025-10-29T20:00:00Z,2025-10-29T20:00:00Z
648224,WAY,way-quarterly-earnings-nongaap-eps-10-29-2025-0pt35,WAY.N,2025-10-29T20:05:00Z,2025-10-29T20:05:00Z,2025-10-29,after_close,2025-10-29,2025-10-30,2025-10-29T20:00:00Z,2025-10-29T20:00:00Z
627672,AMP,amp-quarterly-earnings-nongaap-eps-10-30-2025-9pt68,AMP,2025-10-30T11:30:00Z,2025-10-30T11:30:00Z,2025-10-30,before_open,2025-10-29,2025-10-30,2025-10-29T20:00:00Z,2025-10-29T20:00:00Z
647852,BUD,bud-quarterly-earnings-nongaap-eps-10-30-2025-0pt95,BUD,2025-10-30T06:00:00Z,2025-10-30T06:00:00Z,2025-10-30,before_open,2025-10-29,2025-10-30,2025-10-29T20:00:00Z,2025-10-29T20:00:00Z
647871,LLY,lly-quarterly-earnings-nongaap-eps-10-30-2025-5pt92,LLY,2025-10-30T10:45:00Z,2025-10-30T10:45:00Z,2025-10-30,before_open,2025-10-29,2025-10-30,2025-10-29T20:00:00Z,2025-10-29T20:00:00Z
647888,EL,el-quarterly-earnings-nongaap-eps-10-30-2025-0pt17,EL,2025-10-30T10:00:00Z,2025-10-30T10:00:00Z,2025-10-30,before_open,2025-10-29,2025-10-30,2025-10-29T20:00:00Z,2025-10-29T20:00:00Z
647937,ICE,ice-quarterly-earnings-nongaap-eps-10-30-2025-1pt61,ICE,2025-10-30T11:30:00Z,2025-10-30T11:30:00Z,2025-10-30,before_open,2025-10-29,2025-10-30,2025-10-29T20:00:00Z,2025-10-29T20:00:00Z
647938,MA,ma-quarterly-earnings-nongaap-eps-10-30-2025-4pt31,MA,2025-10-30T12:30:00Z,2025-10-30T12:30:00Z,2025-10-30,before_open,2025-10-29,2025-10-30,2025-10-29T20:00:00Z,2025-10-29T20:00:00Z
647962,RBLX,rblx-quarterly-earnings-gaap-eps-10-30-2025-neg0pt51,RBLX.N,2025-10-30T11:45:00Z,2025-10-30T11:45:00Z,2025-10-30,before_open,2025-10-29,2025-10-30,2025-10-29T20:00:00Z,2025-10-29T20:00:00Z
647968,HGV,hgv-quarterly-earnings-nongaap-eps-10-30-2025-0pt97,HGV,2025-10-30T11:30:00Z,2025-10-30T11:30:00Z,2025-10-30,before_open,2025-10-29,2025-10-30,2025-10-29T20:00:00Z,2025-10-29T20:00:00Z
648017,SPGI,spgi-quarterly-earnings-nongaap-eps-10-30-2025-4pt41,SPGI.N,2025-10-30T11:19:13Z,2025-10-30T11:19:13Z,2025-10-30,before_open,2025-10-29,2025-10-30,2025-10-29T20:00:00Z,2025-10-29T20:00:00Z
648033,SHAK,shak-quarterly-earnings-nongaap-eps-10-30-2025-0pt31,SHAK.N,2025-10-30T11:00:00Z,2025-10-30T11:00:00Z,2025-10-30,before_open,2025-10-29,2025-10-30,2025-10-29T20:00:00Z,2025-10-29T20:00:00Z
648217,TW,tw-quarterly-earnings-nongaap-eps-10-30-2025-0pt83,TW.N,2025-10-30T11:00:00Z,2025-10-30T11:00:00Z,2025-10-30,before_open,2025-10-29,2025-10-30,2025-10-29T20:00:00Z,2025-10-29T20:00:00Z
648377,FOXA,foxa-quarterly-earnings-nongaap-eps-10-30-2025-1pt1,FOXA.N,2025-10-30T11:30:00Z,2025-10-30T11:30:00Z,2025-10-30,before_open,2025-10-29,2025-10-30,2025-10-29T20:00:00Z,2025-10-29T20:00:00Z
642131,AMZN,amzn-quarterly-earnings-gaap-eps-10-30-2025-1pt56,AMZN.N,2025-10-30T20:01:00Z,2025-10-30T20:01:00Z,2025-10-30,after_close,2025-10-30,2025-10-31,2025-10-30T20:00:00Z,2025-10-30T20:00:00Z
647853,AAPL,aapl-quarterly-earnings-gaap-eps-10-30-2025-1pt76,AAPL.N,2025-10-30T20:30:00Z,2025-10-30T20:30:00Z,2025-10-30,after_close,2025-10-30,2025-10-31,2025-10-30T20:00:00Z,2025-10-30T20:00:00Z
647966,ROKU,roku-quarterly-earnings-gaap-eps-10-30-2025-0pt08,ROKU.N,2025-10-30T23:00:00Z,2025-10-30T23:00:00Z,2025-10-30,after_close,2025-10-30,2025-10-31,2025-10-30T20:00:00Z,2025-10-30T20:00:00Z
648379,RDDT,rddt-quarterly-earnings-gaap-eps-10-30-2025-0pt51,RDDT.N,2025-10-30T20:07:00Z,2025-10-30T20:07:00Z,2025-10-30,after_close,2025-10-30,2025-10-31,2025-10-30T20:00:00Z,2025-10-30T20:00:00Z
648382,MSTR,mstr-quarterly-earnings-gaap-eps-10-30-2025-9pt67,MSTR.N,2025-10-30T20:22:00Z,2025-10-30T20:22:00Z,2025-10-30,after_close,2025-10-30,2025-10-31,2025-10-30T20:00:00Z,2025-10-30T20:00:00Z
613046,XOM,xom-quarterly-earnings-nongaap-eps-2025-10-31-1pt75,XOM,2025-10-31T10:30:00Z,2025-10-31T10:30:00Z,2025-10-31,before_open,2025-10-30,2025-10-31,2025-10-30T20:00:00Z,2025-10-30T20:00:00Z
648228,CBOE,cboe-quarterly-earnings-nongaap-eps-10-31-2025-2pt53,CBOE.N,2025-10-31T11:30:01Z,2025-10-31T11:30:01Z,2025-10-31,before_open,2025-10-30,2025-10-31,2025-10-30T20:00:00Z,2025-10-30T20:00:00Z
648240,CVX,cvx-quarterly-earnings-nongaap-eps-10-31-2025-1pt7,CVX,2025-10-31T10:15:00Z,2025-10-31T10:15:00Z,2025-10-31,before_open,2025-10-30,2025-10-31,2025-10-30T20:00:00Z,2025-10-30T20:00:00Z
648376,CL,cl-quarterly-earnings-nongaap-eps-10-31-2025-0pt89,CL,2025-10-31T10:55:00Z,2025-10-31T10:55:00Z,2025-10-31,before_open,2025-10-30,2025-10-31,2025-10-30T20:00:00Z,2025-10-30T20:00:00Z
658579,BRK.A,brka-quarterly-earnings-gaap-eps-11-01-2025-8849,BRKa,2025-11-01T12:00:00Z,2025-11-01T12:00:00Z,2025-11-01,before_open,2025-10-31,2025-11-03,2025-10-31T20:00:00Z,2025-10-31T20:00:00Z
643018,IART,iart-quarterly-earnings-nongaap-eps-11-03-2025-0pt43,IART.N,2025-10-30T10:00:02Z,2025-10-30T10:00:02Z,2025-10-30,before_open,2025-10-29,2025-10-30,2025-10-29T20:00:00Z,2025-10-29T20:00:00Z
652512,ARES,ares-quarterly-earnings-nongaap-eps-11-03-2025-1pt14,ARES.N,2025-11-03T11:00:00Z,2025-11-03T11:00:00Z,2025-11-03,before_open,2025-10-31,2025-11-03,2025-10-31T20:00:00Z,2025-10-31T20:00:00Z
652568,HESM,hesm-quarterly-earnings-gaap-eps-11-03-2025-0pt69,HESM.N,2025-11-03T13:00:02Z,2025-11-03T13:00:02Z,2025-11-03,before_open,2025-10-31,2025-11-03,2025-10-31T20:00:00Z,2025-10-31T20:00:00Z
642129,GTM,gtm-quarterly-earnings-nongaap-eps-11-03-2025-0pt26,GTM.N,2025-11-03T21:05:00Z,2025-11-03T21:05:00Z,2025-11-03,after_close,2025-11-03,2025-11-04,2025-11-03T21:00:00Z,2025-11-03T21:00:00Z
647860,CLX,clx-quarterly-earnings-nongaap-eps-11-03-2025-0pt79,CLX,2025-11-03T21:15:00Z,2025-11-03T21:15:00Z,2025-11-03,after_close,2025-11-03,2025-11-04,2025-11-03T21:00:00Z,2025-11-03T21:00:00Z
647869,COIN,coin-quarterly-earnings-gaap-eps-11-03-2025-1pt18,COIN.N,2025-10-30T20:11:00Z,2025-10-30T20:11:00Z,2025-10-30,after_close,2025-10-30,2025-10-31,2025-10-30T20:00:00Z,2025-10-30T20:00:00Z
652465,PLTR,pltr-quarterly-earnings-nongaap-eps-11-03-2025-0pt17,PLTR.N,2025-11-03T21:05:00Z,2025-11-03T21:05:00Z,2025-11-03,after_close,2025-11-03,2025-11-04,2025-11-03T21:00:00Z,2025-11-03T21:00:00Z
652509,WMB,wmb-quarterly-earnings-nongaap-eps-11-03-2025-0pt52,WMB,2025-11-03T21:15:01Z,2025-11-03T21:15:01Z,2025-11-03,after_close,2025-11-03,2025-11-04,2025-11-03T21:00:00Z,2025-11-03T21:00:00Z
652566,GRAB,grab-quarterly-earnings-gaap-eps-11-03-2025-0pt01,GRAB.N,2025-11-03T21:00:00Z,2025-11-03T21:00:00Z,2025-11-03,after_close,2025-11-03,2025-11-04,2025-11-03T21:00:00Z,2025-11-03T21:00:00Z
652567,HIMS,hims-quarterly-earnings-gaap-eps-11-03-2025-0pt1,HIMS.N,2025-11-03T21:05:01Z,2025-11-03T21:05:01Z,2025-11-03,after_close,2025-11-03,2025-11-04,2025-11-03T21:00:00Z,2025-11-03T21:00:00Z
656735,CBT,cbt-quarterly-earnings-nongaap-eps-11-03-2025-1pt68,CBT,2025-11-03T21:30:01Z,2025-11-03T21:30:01Z,2025-11-03,after_close,2025-11-03,2025-11-04,2025-11-03T21:00:00Z,2025-11-03T21:00:00Z
658859,GT,gt-quarterly-earnings-nongaap-eps-11-03-2025-0pt16,GT.N,2025-11-03T21:30:00Z,2025-11-03T21:30:00Z,2025-11-03,after_close,2025-11-03,2025-11-04,2025-11-03T21:00:00Z,2025-11-03T21:00:00Z
637875,HOG,hog-quarterly-earnings-gaap-eps-11-4-2025-1pt7,HOG,2025-11-04T12:00:06Z,2025-11-04T12:00:06Z,2025-11-04,before_open,2025-11-03,2025-11-04,2025-11-03T21:00:00Z,2025-11-03T21:00:00Z
643037,SSTK,sstk-quarterly-earnings-nongaap-eps-11-04-2025-1pt15,SSTK.N,2025-11-05T12:30:00Z,2025-11-05T12:30:00Z,2025-11-05,before_open,2025-11-04,2025-11-05,2025-11-04T21:00:00Z,2025-11-04T21:00:00Z
643047,UBER,uber-quarterly-earnings-gaap-eps-11-04-2025-0pt69,UBER.N,2025-11-04T11:55:00Z,2025-11-04T11:55:00Z,2025-11-04,before_open,2025-11-03,2025-11-04,2025-11-03T21:00:00Z,2025-11-03T21:00:00Z
656746,PFE,pfe-quarterly-earnings-gaap-eps-11-04-2025-0pt64,PFE,2025-11-04T13:30:00Z,2025-11-04T13:30:00Z,2025-11-04,before_open,2025-11-03,2025-11-04,2025-11-03T21:00:00Z,2025-11-03T21:00:00Z
656755,MAR,mar-quarterly-earnings-nongaap-eps-11-04-2025-2pt39,MAR.N,2025-11-04T12:00:09Z,2025-11-04T12:00:09Z,2025-11-04,before_open,2025-11-03,2025-11-04,2025-11-03T21:00:00Z,2025-11-03T21:00:00Z
656760,APO,apo-quarterly-earnings-nongaap-eps-11-04-2025-1pt9,APO,2025-11-04T11:30:00Z,2025-11-04T11:30:00Z,2025-11-04,before_open,2025-11-03,2025-11-04,2025-11-03T21:00:00Z,2025-11-03T21:00:00Z
656782,PJT,pjt-quarterly-earnings-nongaap-eps-11-04-2025-1pt4,PJT,2025-11-04T11:50:00Z,2025-11-04T11:50:00Z,2025-11-04,before_open,2025-11-03,2025-11-04,2025-11-03T21:00:00Z,2025-11-03T21:00:00Z
656783,HTZ,htz-quarterly-earnings-nongaap-eps-11-04-2025-0pt07,HTZ.N,2025-11-04T13:00:00Z,2025-11-04T13:00:00Z,2025-11-04,before_open,2025-11-03,2025-11-04,2025-11-03T21:00:00Z,2025-11-03T21:00:00Z
656817,WING,wing-quarterly-earnings-gaap-eps-11-04-2025-0pt91,WING.N,2025-11-04T12:30:00Z,2025-11-04T12:30:00Z,2025-11-04,before_open,2025-11-03,2025-11-04,2025-11-03T21:00:00Z,2025-11-03T21:00:00Z
656819,MPC,mpc-quarterly-earnings-gaap-eps-11-04-2025-3pt17,MPC,2025-11-04T11:30:01Z,2025-11-04T11:30:01Z,2025-11-04,before_open,2025-11-03,2025-11-04,2025-11-03T21:00:00Z,2025-11-03T21:00:00Z
657454,SHOP,shop-quarterly-earnings-gaap-eps-11-04-2025-0pt25,SHOP.N,2025-11-04T12:01:37Z,2025-11-04T12:01:37Z,2025-11-04,before_open,2025-11-03,2025-11-04,2025-11-03T21:00:00Z,2025-11-03T21:00:00Z
655224,BYND,bynd-quarterly-earnings-gaap-eps-11-04-2025-neg0pt48,BYND.OQ,2025-11-10T22:38:57Z,2025-11-10T22:38:57Z,2025-11-10,after_close,2025-11-10,2025-11-11,2025-11-10T21:00:00Z,2025-11-10T21:00:00Z
656723,HNGE,hnge-quarterly-earnings-gaap-eps-11-04-2025-neg0pt21,HNGE.N,2025-11-04T21:05:01Z,2025-11-04T21:05:01Z,2025-11-04,after_close,2025-11-04,2025-11-05,2025-11-04T21:00:00Z,2025-11-04T21:00:00Z
656730,TOST,tost-quarterly-earnings-gaap-eps-11-04-2025-0pt12,TOST.N,2025-11-04T21:05:01Z,2025-11-04T21:05:01Z,2025-11-04,after_close,2025-11-04,2025-11-05,2025-11-04T21:00:00Z,2025-11-04T21:00:00Z
656761,LYV,lyv-quarterly-earnings-gaap-eps-11-04-2025-1pt53,LYV,2025-11-04T21:07:00Z,2025-11-04T21:07:00Z,2025-11-04,after_close,2025-11-04,2025-11-05,2025-11-04T21:00:00Z,2025-11-04T21:00:00Z
656831,PINS,pins-quarterly-earnings-nongaap-eps-11-04-2025-0pt42,PINS.N,2025-11-04T21:06:00Z,2025-11-04T21:06:00Z,2025-11-04,after_close,2025-11-04,2025-11-05,2025-11-04T21:00:00Z,2025-11-04T21:00:00Z
657086,CRSP,crsp-quarterly-earnings-gaap-eps-11-04-2025-neg1pt24,CRSP.N,2025-11-10T13:00:00Z,2025-11-10T13:00:00Z,2025-11-10,before_open,2025-11-07,2025-11-10,2025-11-07T21:00:00Z,2025-11-07T21:00:00Z
657371,CGBD,cgbd-quarterly-earnings-gaap-eps-11-04-2025-0pt39,CGBD.N,2025-11-04T21:00:00Z,2025-11-04T21:00:00Z,2025-11-04,after_close,2025-11-04,2025-11-05,2025-11-04T21:00:00Z,2025-11-04T21:00:00Z
657435,RIVN,rivn-quarterly-earnings-gaap-eps-11-04-2025-neg0pt86,RIVN.N,2025-11-04T21:03:00Z,2025-11-04T21:03:00Z,2025-11-04,after_close,2025-11-04,2025-11-05,2025-11-04T21:00:00Z,2025-11-04T21:00:00Z
657445,AMD,amd-quarterly-earnings-nongaap-eps-11-04-2025-1pt17,AMD.N,2025-11-04T21:15:02Z,2025-11-04T21:15:02Z,2025-11-04,after_close,2025-11-04,2025-11-05,2025-11-04T21:00:00Z,2025-11-04T21:00:00Z
652577,CRL,crl-quarterly-earnings-nongaap-eps-11-05-2025-2pt34,CRL,2025-11-05T12:00:01Z,2025-11-05T12:00:01Z,2025-11-05,before_open,2025-11-04,2025-11-05,2025-11-04T21:00:00Z,2025-11-04T21:00:00Z
652605,NYT,nyt-quarterly-earnings-nongaap-eps-11-05-2025-0pt53,NYT,2025-11-05T13:30:00Z,2025-11-05T13:30:00Z,2025-11-05,before_open,2025-11-04,2025-11-05,2025-11-04T21:00:00Z,2025-11-04T21:00:00Z
652652,SUN,sun-quarterly-earnings-gaap-eps-11-05-2025-1pt37,SUN,2025-11-05T14:30:00Z,2025-11-05T14:30:00Z,2025-11-05,during_market,2025-11-04,2025-11-05,2025-11-04T21:00:00Z,2025-11-04T21:00:00Z
652657,FTDR,ftdr-quarterly-earnings-nongaap-eps-11-05-2025-1pt51,FTDR.N,2025-11-05T12:00:01Z,2025-11-05T12:00:01Z,2025-11-05,before_open,2025-11-04,2025-11-05,2025-11-04T21:00:00Z,2025-11-04T21:00:00Z
652658,IEP,iep-quarterly-earnings-gaap-eps-11-05-2025-0pt14,IEP.N,2025-11-05T13:00:02Z,2025-11-05T13:00:02Z,2025-11-05,before_open,2025-11-04,2025-11-05,2025-11-04T21:00:00Z,2025-11-04T21:00:00Z
655260,MCD,mcd-quarterly-earnings-nongaap-eps-11-05-2025-3pt33,MCD,2025-11-05T13:30:00Z,2025-11-05T13:30:00Z,2025-11-05,before_open,2025-11-04,2025-11-05,2025-11-04T21:00:00Z,2025-11-04T21:00:00Z
655449,FIS,fis-quarterly-earnings-nongaap-eps-11-05-2025-1pt48,FIS,2025-11-05T12:00:01Z,2025-11-05T12:00:01Z,2025-11-05,before_open,2025-11-04,2025-11-05,2025-11-04T21:00:00Z,2025-11-04T21:00:00Z
655450,HUM,hum-quarterly-earnings-nongaap-eps-11-05-2025-2pt92,HUM,2025-11-05T11:00:00Z,2025-11-05T11:00:00Z,2025-11-05,before_open,2025-11-04,2025-11-05,2025-11-04T21:00:00Z,2025-11-04T21:00:00Z
656785,SONO,sono-quarterly-earnings-nongaap-eps-11-05-2025-0pt05,SONO.N,2025-11-05T13:01:00Z,2025-11-05T13:01:00Z,2025-11-05,before_open,2025-11-04,2025-11-05,2025-11-04T21:00:00Z,2025-11-04T21:00:00Z
647504,ALL,all-quarterly-earnings-nongaap-eps-11-05-2025-7pt51,ALL,2025-11-05T21:15:00Z,2025-11-05T21:15:00Z,2025-11-05,after_close,2025-11-05,2025-11-06,2025-11-05T21:00:00Z,2025-11-05T21:00:00Z
652607,UHAL.B,uhalb-quarterly-earnings-gaap-eps-11-05-2025-0pt7-725,UHAL.B,2025-11-05T21:43:00Z,2025-11-05T21:43:00Z,2025-11-05,after_close,2025-11-05,2025-11-06,2025-11-05T21:00:00Z,2025-11-05T21:00:00Z
652646,LYFT,lyft-quarterly-earnings-gaap-eps-11-05-2025-0pt07,LYFT.N,2025-11-05T21:00:00Z,2025-11-05T21:00:00Z,2025-11-05,after_close,2025-11-05,2025-11-06,2025-11-05T21:00:00Z,2025-11-05T21:00:00Z
